customer_id,age,tenure,number_of_products,has_card,is_active,has_complained,satisfaction_score,points_earned,credit_score,balance,salary,has_churned,is_female,geography,cardtype,clv_estimated,age_bucket,credit_bucket,balance_bucket,salary_bucket,clv_bucket,churn_risk
15623450,27,7,1,1,1,0,3,483,637,135842.89,101418.05,0,1,Germany,Diamond,13301.46440,Adult,Medium,Medium,Medium,High,Medium Risk
15796612,31,1,1,1,0,0,3,903,527,112203.25,182266.01,0,1,France,Gold,3337.66106,Adult,Low,Medium,High,Medium,Medium Risk
15795963,34,7,1,0,1,0,3,478,687,129895.19,28698.17,0,0,France,Gold,11080.37128,Adult,Medium,Medium,Low,High,Medium Risk
15781598,41,6,1,0,1,1,4,783,756,149049.92,50422.36,1,0,Germany,Diamond,11492.36396,Adult,High,Medium,Medium,High,Churned
15691871,42,9,1,1,1,0,4,307,503,153279.39,151336.96,0,0,Germany,Diamond,19868.04780,Adult,Low,High,High,High,Medium Risk
15740345,42,5,1,1,0,1,2,603,657,41473.33,112979.60,1,0,Spain,Gold,4522.03260,Adult,Medium,Low,Medium,Medium,Churned
15662626,40,2,2,0,0,0,2,879,666,0.00,36371.27,0,1,France,Silver,327.34143,Adult,Medium,Zero,Low,Low,Medium Risk
15596575,39,5,2,1,1,0,4,624,615,113193.51,52166.25,0,0,Germany,Platinum,7730.60310,Adult,Medium,Medium,Medium,Medium,Medium Risk
15657321,27,8,2,1,0,0,4,622,712,113174.21,147261.58,0,0,Germany,Gold,14161.74156,Adult,Medium,Medium,Medium,High,High Risk
15575955,24,0,2,1,0,0,3,470,764,0.00,88724.49,0,1,France,Gold,266.17347,Adult,High,Zero,Medium,Low,Medium Risk
15743893,42,3,1,1,0,0,3,361,471,164951.56,190531.77,0,0,France,Diamond,8884.44364,Adult,Low,High,High,Medium,Medium Risk
15697270,27,4,1,1,1,0,3,778,608,153325.10,199953.33,0,0,Spain,Silver,10665.55495,Adult,Medium,High,High,High,Medium Risk
15644356,47,10,1,1,0,0,3,725,682,134032.01,144290.97,0,1,Spain,Diamond,19505.12311,Middle,Medium,Medium,Medium,High,High Risk
15677586,32,3,2,1,1,0,3,764,587,125445.04,130514.78,0,1,Germany,Silver,6583.97896,Adult,Low,Medium,Medium,Medium,Medium Risk
15571261,35,6,2,1,1,0,2,352,714,126077.43,53954.24,0,1,Germany,Diamond,9958.45914,Adult,Medium,Medium,Medium,Medium,Medium Risk
15698758,31,1,2,1,1,0,4,402,630,0.00,169802.73,0,1,Spain,Platinum,1018.81638,Adult,Medium,Zero,High,Low,Low Risk
15787014,28,8,1,1,1,0,4,842,648,90371.09,146851.73,0,1,Germany,Platinum,12098.39481,Adult,Medium,Medium,Medium,High,Medium Risk
15739857,40,3,2,1,1,0,1,222,785,0.00,96832.82,0,1,France,Gold,1161.99384,Adult,High,Zero,Medium,Low,Low Risk
15774630,47,1,1,1,1,0,1,712,601,142802.02,57553.02,0,1,Germany,Silver,3201.35852,Middle,Medium,Medium,Medium,Medium,High Risk
15805523,28,1,1,0,1,0,3,448,717,90537.16,74800.99,0,1,France,Gold,2259.54914,Adult,Medium,Medium,Medium,Low,Medium Risk
15749557,44,6,2,1,1,0,4,463,707,0.00,192542.17,0,1,France,Gold,4043.38557,Adult,Medium,Zero,High,Medium,Medium Risk
15681180,23,7,1,1,0,0,3,769,771,156123.73,72990.62,0,1,France,Diamond,14241.67328,Adult,High,High,Medium,High,Medium Risk
15742028,35,5,2,1,0,0,5,414,602,0.00,31050.02,0,1,France,Diamond,558.90036,Adult,Medium,Zero,Low,Low,Medium Risk
15686463,38,7,1,1,0,1,2,323,626,141074.59,52795.56,1,0,France,Diamond,12553.06064,Adult,Medium,Medium,Medium,High,Churned
15654379,59,4,2,1,1,0,3,330,588,0.00,27435.41,0,0,Spain,Silver,411.53115,Middle,Low,Zero,Low,Low,High Risk
15783629,42,6,2,0,0,0,3,653,616,117899.95,150266.81,0,1,Germany,Platinum,11408.59951,Adult,Medium,Medium,High,High,High Risk
15751193,33,4,2,1,1,0,4,914,621,0.00,40299.23,0,0,Spain,Silver,604.48845,Adult,Medium,Zero,Low,Low,Low Risk
15724099,26,6,1,1,1,0,1,870,674,166257.96,149369.41,0,0,France,Platinum,14774.81481,Adult,Medium,High,Medium,High,Medium Risk
15568429,46,3,2,1,0,0,2,477,633,0.00,120250.58,0,1,Spain,Diamond,1443.00696,Middle,Medium,Zero,Medium,Low,High Risk
15648967,64,1,1,1,0,1,2,841,698,169362.43,84760.32,1,1,Germany,Silver,3895.81052,Senior,Medium,High,Medium,Medium,Churned
15664498,26,7,1,1,0,0,1,954,508,205962.00,156424.40,0,0,France,Diamond,20231.14560,Adult,Low,High,High,High,Medium Risk
15779522,24,0,2,1,0,1,1,446,736,0.00,109355.73,1,1,France,Silver,328.06719,Adult,Medium,Zero,Medium,Low,Churned
15583850,68,0,2,1,1,0,4,564,672,126061.51,184936.77,0,0,Germany,Gold,1815.42541,Senior,Medium,Medium,High,Low,Medium Risk
15696539,21,7,1,1,1,0,5,495,613,105627.95,36560.51,0,1,France,Gold,9327.68824,Adult,Medium,Medium,Low,Medium,Medium Risk
15760121,32,9,1,1,0,0,1,542,712,100606.02,165693.06,0,0,France,Diamond,15031.39380,Adult,Medium,Medium,High,High,Medium Risk
15628279,38,3,2,1,1,0,3,357,624,0.00,163666.85,0,1,France,Platinum,1964.00220,Adult,Medium,Zero,High,Low,Low Risk
15766163,38,1,2,0,1,0,4,498,676,0.00,35644.79,0,0,France,Gold,213.86874,Adult,Medium,Zero,Low,Low,Low Risk
15566467,32,0,2,1,1,0,1,433,683,138171.10,188203.58,0,1,Germany,Diamond,1946.32174,Adult,Medium,Medium,High,Low,Medium Risk
15639049,31,7,1,0,1,0,4,348,489,139395.08,6120.84,0,1,France,Platinum,11298.50656,Adult,Low,Medium,Low,High,Medium Risk
15736413,29,1,2,1,1,0,5,852,739,0.00,164484.78,0,0,France,Diamond,986.90868,Adult,Medium,Zero,High,Low,Low Risk
15634815,37,3,2,1,1,0,5,647,701,0.00,164268.28,0,1,France,Gold,1971.21936,Adult,Medium,Zero,High,Low,Low Risk
15716381,50,7,1,1,1,1,5,542,666,109062.28,140136.10,1,1,Germany,Gold,12088.24880,Middle,Medium,Medium,Medium,High,Churned
15708162,40,1,2,0,1,0,4,576,565,89994.71,121084.27,0,1,Germany,Platinum,2526.39982,Adult,Low,Medium,Medium,Low,Medium Risk
15569364,36,3,2,1,0,0,2,995,666,0.00,35156.54,0,0,France,Diamond,421.87848,Adult,Medium,Zero,Low,Low,Medium Risk
15791191,59,2,1,1,1,0,4,678,633,103996.74,103159.11,0,0,France,Platinum,4048.33419,Middle,Medium,Medium,Medium,Medium,High Risk
15621205,34,4,1,1,1,0,2,311,578,175111.11,74858.30,0,0,France,Silver,9878.43000,Adult,Low,High,Medium,Medium,Medium Risk
15704788,49,8,2,0,0,1,5,632,812,66079.45,91556.57,1,1,Spain,Gold,8419.17789,Middle,High,Medium,Medium,Medium,Churned
15775756,33,8,1,0,0,0,1,981,809,148055.74,199203.21,0,0,Germany,Platinum,18703.50327,Adult,High,Medium,High,High,Medium Risk
15641312,36,6,1,1,1,1,2,566,615,0.00,27011.80,1,0,France,Gold,567.24780,Adult,Medium,Zero,Low,Low,Churned
15782531,31,8,2,1,0,0,4,515,684,0.00,188637.05,0,1,Spain,Silver,5093.20035,Adult,Medium,Zero,High,Medium,Medium Risk
15724428,40,8,2,1,0,0,5,408,544,0.00,61581.20,0,0,France,Diamond,1662.69240,Adult,Low,Zero,Medium,Low,Medium Risk
15743617,47,1,1,1,0,0,5,757,713,95994.98,197529.23,0,0,Germany,Gold,3105.07498,Middle,Medium,Medium,High,Medium,High Risk
15585839,37,2,2,1,0,0,3,918,633,0.00,182258.17,0,0,France,Diamond,1640.32353,Adult,Medium,Zero,High,Low,Medium Risk
15658158,23,10,1,1,0,0,4,455,672,110741.56,80778.50,0,1,Germany,Silver,14847.26210,Adult,Medium,Medium,Medium,High,High Risk
15637678,35,5,1,1,0,0,1,698,661,0.00,155394.52,0,0,France,Gold,2797.10136,Adult,Medium,Zero,High,Low,Medium Risk
15701809,28,3,1,1,0,0,1,811,749,0.00,3408.70,0,1,Spain,Gold,40.90440,Adult,Medium,Zero,Low,Low,Medium Risk
15676937,32,8,2,1,1,1,3,491,635,0.00,19367.98,1,1,Spain,Gold,522.93546,Adult,Medium,Zero,Low,Low,Churned
15778975,70,1,3,1,0,1,5,365,850,96947.58,62282.99,1,1,Germany,Gold,2312.64954,Senior,High,Medium,Medium,Low,Churned
15710375,41,6,2,1,0,0,5,226,641,0.00,65396.79,0,0,France,Silver,1373.33259,Adult,Medium,Zero,Medium,Low,Medium Risk
15579914,30,2,2,1,1,0,2,778,633,109786.82,139712.81,0,0,Germany,Platinum,4551.01989,Adult,Medium,Medium,Medium,Medium,Medium Risk
15595160,35,2,2,1,1,0,1,541,413,0.00,60972.84,0,0,Spain,Gold,548.75556,Adult,Low,Zero,Medium,Low,Low Risk
15595391,31,1,2,1,0,0,1,360,538,0.00,1375.46,0,0,France,Platinum,8.25276,Adult,Low,Zero,Low,Low,Medium Risk
15630363,39,0,1,0,0,0,1,696,437,102721.49,22191.82,0,1,France,Gold,1093.79036,Adult,Low,Medium,Low,Low,Medium Risk
15692443,33,5,1,1,0,1,1,836,612,69478.57,8973.67,1,0,Spain,Platinum,4330.24026,Adult,Medium,Medium,Low,Medium,Churned
15593795,53,1,1,1,0,1,4,827,516,156674.20,118502.34,1,1,Germany,Gold,3844.49804,Middle,Low,High,Medium,Medium,Churned
15642824,56,8,2,0,1,1,3,808,826,174506.10,161802.82,1,1,Spain,Diamond,20074.22514,Middle,High,High,High,High,Churned
15683524,23,6,2,0,0,0,4,313,660,166070.48,90494.72,0,1,Germany,Gold,13525.32272,Adult,Medium,High,Medium,High,Medium Risk
15713532,29,4,1,1,0,0,1,345,646,105957.44,15470.91,0,1,Germany,Platinum,5529.93565,Adult,Medium,Medium,Low,Medium,High Risk
15719827,36,3,1,0,0,0,2,470,767,0.00,65147.27,0,0,France,Diamond,781.76724,Adult,High,Zero,Medium,Low,Medium Risk
15578435,40,8,1,1,1,0,4,778,640,110340.68,157886.60,0,0,France,Diamond,14193.59940,Adult,Medium,Medium,High,High,Medium Risk
15723028,33,1,2,1,0,0,2,624,778,0.00,85439.73,0,0,France,Diamond,512.63838,Adult,High,Zero,Medium,Low,Medium Risk
15595609,52,9,2,0,0,0,2,510,679,135870.01,54038.62,0,0,Germany,Gold,15208.15960,Middle,Medium,Medium,Medium,High,High Risk
15622443,31,4,2,0,1,0,1,427,549,0.00,25684.85,0,0,France,Platinum,385.27275,Adult,Low,Zero,Low,Low,Low Risk
15579112,47,2,2,1,1,0,1,316,598,0.00,186116.54,0,0,France,Platinum,1675.04886,Middle,Low,Zero,High,Low,High Risk
15648479,45,0,2,1,0,0,2,434,655,0.00,166830.71,0,1,France,Gold,500.49213,Adult,Medium,Zero,High,Low,Medium Risk
15659234,30,3,1,0,1,0,2,520,494,85704.95,27886.06,0,0,France,Platinum,3762.83072,Adult,Low,Medium,Low,Medium,Medium Risk
15811970,42,1,2,1,1,0,2,397,653,0.00,5768.32,0,1,France,Silver,34.60992,Adult,Medium,Zero,Low,Low,Medium Risk
15774192,38,8,1,0,0,1,2,627,539,105435.74,80575.44,1,1,Germany,Platinum,11664.75348,Adult,Low,Medium,Medium,High,Churned
15595136,37,1,2,1,1,0,3,973,645,0.00,68987.55,0,1,France,Gold,413.92530,Adult,Medium,Zero,Medium,Low,Low Risk
15630580,34,9,2,1,1,0,5,264,751,108513.25,27097.82,0,0,Germany,Silver,11664.25960,Adult,High,Medium,Low,High,Medium Risk
15660646,35,3,1,1,0,0,4,982,528,156687.10,199320.77,0,0,France,Platinum,8659.33324,Adult,Low,High,High,Medium,Medium Risk
15614365,31,3,1,0,0,0,5,326,696,150604.52,5566.60,0,0,Germany,Platinum,6090.98000,Adult,Medium,High,Low,Medium,Medium Risk
15776128,44,6,1,0,0,0,5,682,716,155114.90,133871.83,0,1,France,Silver,13669.35143,Adult,Medium,High,Medium,High,Medium Risk
15787035,35,8,2,1,1,0,2,677,602,0.00,152843.53,0,1,France,Platinum,4126.77531,Adult,Medium,Zero,High,Medium,Low Risk
15792646,64,1,1,1,1,0,1,402,647,91216.00,41800.18,0,1,Spain,Diamond,2075.12108,Senior,Medium,Medium,Low,Low,Medium Risk
15726832,61,3,1,1,1,0,1,781,850,141784.02,92053.75,0,0,Germany,Silver,6776.00580,Senior,High,Medium,Medium,Medium,Medium Risk
15773260,32,0,1,1,0,0,2,417,590,127763.24,100717.54,0,1,France,Diamond,1579.78502,Adult,Low,Medium,Medium,Low,Medium Risk
15624437,32,1,2,1,1,0,1,359,825,0.00,42935.15,0,1,Spain,Platinum,257.61090,Adult,High,Zero,Low,Low,Low Risk
15717138,31,6,2,1,0,0,2,791,850,82613.56,149170.92,0,0,Spain,Diamond,8915.53852,Adult,High,Medium,Medium,Medium,Medium Risk
15657317,32,7,1,1,0,0,2,666,789,69423.52,107499.39,0,1,France,Silver,8133.86696,Adult,High,Medium,Medium,Medium,Medium Risk
15626948,42,6,1,1,0,0,5,958,701,86167.82,153342.38,0,1,France,Diamond,9251.93738,Adult,Medium,Medium,High,Medium,Medium Risk
15758901,47,1,1,1,0,1,5,571,713,0.00,107825.08,1,1,Spain,Diamond,646.95048,Middle,Medium,Zero,Medium,Low,Churned
15777759,30,2,1,1,1,0,1,636,570,131406.56,47952.45,0,0,France,Gold,4373.76885,Adult,Low,Medium,Low,Medium,Medium Risk
15773322,44,4,1,0,0,0,2,763,536,121898.82,131007.18,0,1,Germany,Gold,8060.04870,Adult,Low,Medium,Medium,Medium,Medium Risk
15697318,32,9,1,0,0,0,3,918,771,77487.20,33143.04,0,0,Germany,Silver,8743.01120,Adult,High,Medium,Low,Medium,Medium Risk
15678916,75,2,1,1,0,0,3,355,512,0.00,123304.62,0,1,France,Gold,1109.74158,Senior,Low,Zero,Medium,Low,Medium Risk
15632118,45,5,1,1,0,1,3,347,698,164450.94,141970.02,1,0,Spain,Silver,12422.51676,Adult,Medium,High,Medium,High,Churned
15788118,33,7,2,1,0,0,1,396,656,138705.02,37136.15,0,0,France,Gold,11987.66920,Adult,Medium,Medium,Low,High,Medium Risk
15788930,37,7,1,1,0,0,2,649,761,132730.17,199293.01,0,0,Spain,Platinum,15401.44584,Adult,High,Medium,High,High,Medium Risk
15628583,30,5,2,0,1,0,3,418,709,0.00,161388.22,0,1,France,Platinum,2904.98796,Adult,Medium,Zero,High,Low,Low Risk
15635177,66,3,1,1,1,0,2,414,597,0.00,70532.53,0,1,Spain,Diamond,846.39036,Senior,Low,Zero,Medium,Low,Medium Risk
15587690,28,2,1,1,0,0,4,238,592,116498.22,144290.25,0,0,France,Diamond,4793.55885,Adult,Low,Medium,Medium,Medium,Medium Risk
15627630,41,1,2,1,0,0,2,458,599,0.00,96069.82,0,1,France,Silver,576.41892,Adult,Low,Zero,Medium,Low,Medium Risk
15610930,35,1,1,1,0,0,4,598,572,139979.07,185662.84,0,1,Germany,Silver,3913.55844,Adult,Low,Medium,High,Medium,Medium Risk
15657747,43,9,2,0,1,0,3,564,611,127216.31,17913.25,0,1,Germany,Diamond,13259.02850,Adult,Medium,Medium,Low,High,Medium Risk
15568006,45,2,4,1,0,1,2,611,634,0.00,101039.53,1,1,France,Silver,909.35577,Adult,Medium,Zero,Medium,Low,Churned
15751748,51,2,1,0,0,1,2,595,666,148222.65,156953.54,1,0,France,Diamond,5859.26136,Middle,Medium,Medium,High,Medium,Churned
15722212,41,8,2,0,0,0,3,628,696,0.00,28276.83,0,1,France,Platinum,763.47441,Adult,Medium,Zero,Low,Low,Medium Risk
15658670,38,8,2,1,0,0,4,800,669,0.00,84049.16,0,1,France,Platinum,2269.32732,Adult,Medium,Zero,Medium,Low,Medium Risk
15761654,30,8,1,1,1,0,1,426,726,134152.29,147822.44,0,0,Spain,Platinum,16064.91198,Adult,Medium,Medium,Medium,High,Medium Risk
15812210,32,8,4,1,1,1,5,822,497,111537.23,9497.99,1,1,Germany,Silver,10294.79643,Adult,Low,Medium,Low,High,Churned
15787051,39,7,1,1,0,0,1,918,750,119565.92,87067.73,0,1,Spain,Silver,11654.89912,Adult,High,Medium,Medium,High,Medium Risk
15642991,29,7,2,1,0,0,5,241,850,0.00,23237.25,0,1,Spain,Platinum,557.69400,Adult,High,Zero,Low,Low,Medium Risk
15713769,38,7,1,1,1,0,1,743,617,0.00,27239.28,0,0,Spain,Diamond,653.74272,Adult,Medium,Zero,Low,Low,Medium Risk
15605826,46,10,3,1,0,1,5,683,652,121063.80,151481.86,1,0,Germany,Silver,18315.91938,Middle,Medium,Medium,High,High,Churned
15648898,27,7,1,1,1,0,5,457,560,124995.98,114669.79,0,1,Spain,Silver,12751.75336,Adult,Low,Medium,Medium,High,Medium Risk
15705309,39,5,2,0,0,0,5,839,629,0.00,116748.14,0,0,Spain,Gold,2101.46652,Adult,Medium,Zero,Medium,Low,Medium Risk
15734202,52,4,1,1,0,0,4,753,660,86891.84,90877.76,0,1,Germany,Diamond,5707.75840,Middle,Medium,Medium,Medium,Medium,High Risk
15658852,38,8,2,1,1,0,2,864,676,0.00,133692.88,0,0,France,Diamond,3609.70776,Adult,Medium,Zero,Medium,Medium,Low Risk
15612633,43,9,1,0,1,0,4,914,581,78022.61,30662.91,0,0,Spain,Platinum,8722.14830,Adult,Low,Medium,Low,Medium,Medium Risk
15604818,34,9,1,1,0,0,1,370,798,154495.79,191395.88,0,0,France,Platinum,21191.45540,Adult,High,High,High,High,Medium Risk
15593900,38,1,1,0,1,0,3,648,705,189443.72,106648.58,0,0,France,Platinum,4428.76588,Adult,Medium,High,Medium,Medium,Medium Risk
15624995,31,6,1,1,1,0,3,983,714,152926.60,50899.91,0,1,Spain,Diamond,11773.76011,Adult,Medium,High,Medium,High,Medium Risk
15570087,44,8,1,1,1,1,3,750,664,142989.69,115452.51,1,1,France,Diamond,15986.28987,Adult,Medium,Medium,Medium,High,Churned
15802617,43,7,2,1,0,0,1,538,697,115371.94,64139.10,0,0,Germany,Gold,10769.09360,Adult,Medium,Medium,Medium,High,High Risk
15656029,37,6,2,0,1,0,1,482,609,0.00,22030.72,0,0,France,Gold,462.64512,Adult,Medium,Zero,Low,Low,Low Risk
15739194,38,0,2,1,0,0,5,427,548,178056.54,38434.73,0,0,Spain,Silver,1895.86959,Adult,Low,High,Low,Low,Medium Risk
15607275,39,6,2,0,1,1,5,748,850,206014.94,42774.84,1,0,Spain,Platinum,15319.31744,Adult,High,High,Low,High,Churned
15629475,41,2,2,1,0,0,1,902,656,0.00,158973.77,0,0,France,Platinum,1430.76393,Adult,Medium,Zero,High,Low,Medium Risk
15635034,37,9,1,1,1,1,2,613,727,101191.83,34551.35,1,0,Germany,Platinum,11155.72350,Adult,Medium,Medium,Low,High,Churned
15756333,55,7,2,1,1,0,1,918,642,0.00,101515.76,0,1,France,Platinum,2436.37824,Middle,Medium,Zero,Medium,Low,High Risk
15777436,31,5,2,1,0,0,3,877,710,0.00,9561.73,0,1,Spain,Platinum,172.11114,Adult,Medium,Zero,Low,Low,Medium Risk
15676835,33,1,2,1,0,0,2,725,710,0.00,168313.17,0,0,Spain,Gold,1009.87902,Adult,Medium,Zero,High,Low,Medium Risk
15574206,37,7,2,1,1,0,5,239,718,0.00,55100.09,0,1,France,Platinum,1322.40216,Adult,Medium,Zero,Medium,Low,Low Risk
15613017,32,1,1,1,0,0,3,507,586,149814.54,31830.06,0,0,Germany,Gold,3187.27116,Adult,Low,Medium,Low,Medium,Medium Risk
15815131,36,7,1,1,1,0,4,801,617,115617.24,71519.40,0,1,Spain,Diamond,10965.84480,Adult,Medium,Medium,Medium,High,Medium Risk
15585455,28,9,2,0,0,0,2,625,630,0.00,32599.35,0,0,France,Silver,977.98050,Adult,Medium,Zero,Low,Low,Medium Risk
15692929,42,10,2,0,1,1,1,634,791,113657.41,139946.68,1,1,Germany,Silver,17120.55554,Adult,High,Medium,Medium,High,Churned
15758081,39,8,1,1,1,0,3,778,673,138160.00,110468.51,0,0,Spain,Silver,15417.04977,Adult,Medium,Medium,Medium,High,Medium Risk
15667476,36,3,1,0,0,0,3,775,477,117700.86,74042.00,0,1,Germany,Gold,5596.53840,Adult,Low,Medium,Medium,Medium,High Risk
15738248,37,5,2,1,0,0,4,622,662,0.00,151871.84,0,1,France,Gold,2733.69312,Adult,Medium,Zero,High,Low,Medium Risk
15672152,37,9,1,0,1,1,2,229,850,122506.38,199693.84,1,0,Germany,Platinum,18241.45320,Adult,High,Medium,High,High,Churned
15673372,58,1,1,1,1,1,1,318,635,0.00,58907.08,1,1,France,Diamond,353.44248,Middle,Medium,Zero,Medium,Low,Churned
15587611,59,9,2,0,0,1,4,948,537,0.00,103799.77,1,0,France,Gold,3113.99310,Middle,Low,Zero,Medium,Medium,Churned
15803415,39,3,2,1,0,0,2,340,579,166501.17,93835.64,0,1,France,Platinum,7786.07448,Adult,Low,High,Medium,Medium,Medium Risk
15715673,46,4,1,1,0,1,5,860,651,89743.05,156425.57,1,1,Spain,Platinum,6833.53605,Middle,Medium,Medium,High,Medium,Churned
15655648,25,2,2,1,0,0,3,923,610,0.00,123723.83,0,1,France,Silver,1113.51447,Adult,Medium,Zero,Medium,Low,Medium Risk
15763613,30,1,2,1,0,0,4,606,581,0.00,199464.08,0,0,France,Platinum,1196.78448,Adult,Low,Zero,High,Low,Medium Risk
15660385,39,7,2,1,0,0,5,563,592,0.00,83084.33,0,0,France,Silver,1994.02392,Adult,Low,Zero,Medium,Low,Medium Risk
15733261,35,6,1,1,0,1,1,901,688,0.00,25488.43,1,1,Spain,Silver,535.25703,Adult,Medium,Zero,Low,Low,Churned
15796231,18,1,1,1,1,0,1,553,681,98894.39,9596.40,0,1,France,Gold,2035.46620,Youth,Medium,Medium,Low,Low,Medium Risk
15624866,37,3,2,0,0,0,3,226,658,168735.74,70370.24,0,0,Germany,Platinum,7593.87248,Adult,Medium,High,Medium,Medium,Medium Risk
15623730,34,1,1,0,1,0,4,836,792,0.00,86330.32,0,0,France,Diamond,517.98192,Adult,High,Zero,Medium,Low,Medium Risk
15668248,62,7,1,0,0,1,1,866,528,133201.17,168507.68,1,1,Germany,Diamond,14700.27792,Senior,Low,Medium,High,High,Churned
15694518,36,0,2,1,0,0,3,353,624,0.00,111605.90,0,1,Spain,Gold,334.81770,Adult,Medium,Zero,Medium,Low,Medium Risk
15638028,31,4,2,0,1,0,4,938,562,127237.25,143317.42,0,0,Germany,Diamond,8511.62380,Adult,Low,Medium,Medium,Medium,Medium Risk
15795895,36,1,2,1,0,0,3,643,678,117864.85,27619.06,0,0,Germany,Silver,2523.01136,Adult,Medium,Medium,Low,Low,High Risk
15694376,64,3,3,0,0,1,4,875,705,153469.26,146573.66,1,1,Germany,Platinum,7897.65432,Senior,Medium,High,Medium,Medium,Churned
15669204,23,4,2,1,0,0,5,774,650,93911.30,69055.45,0,0,Germany,Platinum,5731.39675,Adult,Medium,Medium,Medium,Medium,Medium Risk
15773779,46,2,1,1,1,0,1,520,593,76597.79,54453.72,0,1,Spain,Gold,2788.01718,Middle,Low,Medium,Medium,Low,High Risk
15580682,40,4,2,1,1,0,5,640,652,79927.36,33524.60,0,1,France,Silver,4499.23700,Adult,Medium,Medium,Low,Medium,Low Risk
15768530,27,4,2,1,1,0,5,738,554,0.00,135083.73,0,1,Spain,Silver,2026.25595,Adult,Low,Zero,Medium,Low,Low Risk
15672875,32,8,1,1,1,0,5,995,584,40172.91,137439.34,0,0,Germany,Silver,7326.42408,Adult,Low,Low,Medium,Medium,Medium Risk
15617082,33,7,1,1,1,0,4,943,516,115195.58,11205.50,0,0,France,Diamond,9484.57840,Adult,Low,Medium,Low,Medium,Medium Risk
15760514,43,9,2,1,1,0,3,642,789,116644.29,60176.10,0,1,Germany,Silver,13469.71200,Adult,High,Medium,Medium,High,Medium Risk
15761775,20,8,2,1,1,0,1,664,598,180293.84,29552.70,0,0,Germany,Silver,17024.36850,Youth,Low,High,Low,High,Medium Risk
15799964,30,7,1,1,0,0,3,302,669,139872.81,188795.85,0,1,Germany,Silver,15720.92520,Adult,Medium,Medium,High,High,Medium Risk
15693906,24,3,1,1,1,0,2,581,645,34547.82,11638.17,0,1,France,Silver,1521.57084,Adult,Medium,Low,Low,Low,Medium Risk
15739514,32,9,2,1,1,0,1,428,659,0.00,93155.75,0,1,France,Platinum,2794.67250,Adult,Medium,Zero,Medium,Low,Low Risk
15756926,29,1,2,0,1,0,4,298,833,96462.25,48986.18,0,0,Germany,Platinum,2223.16208,Adult,High,Medium,Low,Low,Medium Risk
15770984,40,7,2,0,1,0,4,850,697,130334.35,116951.10,0,1,Spain,Platinum,13233.57440,Adult,Medium,Medium,Medium,High,Low Risk
15703979,39,3,1,1,0,0,4,804,580,119688.81,137041.26,0,0,Germany,Diamond,6432.04752,Adult,Low,Medium,Medium,Medium,High Risk
15801821,38,1,2,0,0,0,1,885,691,0.00,44653.50,0,0,France,Gold,267.92100,Adult,Medium,Zero,Low,Low,Medium Risk
15711028,52,1,3,1,1,1,5,278,534,0.00,104035.41,1,0,France,Silver,624.21246,Middle,Low,Zero,Medium,Low,Churned
15791842,32,6,1,1,1,0,3,248,478,71187.24,110593.62,0,1,France,Gold,7305.57282,Adult,Low,Medium,Medium,Medium,Medium Risk
15746127,47,2,2,1,0,0,4,991,572,0.00,36099.70,0,1,France,Gold,324.89730,Middle,Low,Zero,Low,Low,High Risk
15663625,37,4,2,0,0,0,4,453,501,0.00,12470.30,0,0,France,Gold,187.05450,Adult,Low,Zero,Low,Low,Medium Risk
15604891,38,8,2,1,0,0,5,735,624,0.00,95403.41,0,1,Spain,Platinum,2575.89207,Adult,Medium,Zero,Medium,Low,Medium Risk
15589666,39,9,1,1,1,0,1,379,595,136422.41,151757.81,0,1,France,Platinum,18194.97530,Adult,Low,Medium,High,High,Medium Risk
15627881,30,8,2,1,1,0,5,320,603,0.00,47536.46,0,0,France,Gold,1283.48442,Adult,Medium,Zero,Low,Low,Low Risk
15664895,25,0,2,1,1,0,1,502,602,0.00,101274.17,0,1,France,Platinum,303.82251,Adult,Medium,Zero,Medium,Low,Low Risk
15676094,34,6,1,1,1,0,2,523,500,0.00,140268.45,0,1,France,Platinum,2945.63745,Adult,Low,Zero,Medium,Low,Medium Risk
15761720,41,6,1,1,0,0,5,741,422,153238.88,11663.09,0,0,France,Gold,10971.64649,Adult,Low,High,Low,High,Medium Risk
15611961,35,7,2,1,0,0,1,948,615,0.00,150784.29,0,0,France,Gold,3618.82296,Adult,Medium,Zero,High,Medium,Medium Risk
15680167,78,6,1,1,1,0,4,896,635,47536.40,119400.08,0,1,France,Gold,5834.94968,Senior,Medium,Low,Medium,Medium,Medium Risk
15762543,32,1,2,1,0,0,4,296,711,0.00,126188.42,0,1,France,Silver,757.13052,Adult,Medium,Zero,Medium,Low,Medium Risk
15658475,36,8,1,1,0,1,3,328,834,142882.49,89983.02,1,0,France,Diamond,15288.96564,Adult,High,Medium,Medium,High,Churned
15779743,44,7,2,1,0,0,2,627,633,0.00,29761.29,0,1,France,Silver,714.27096,Adult,Medium,Zero,Low,Low,Medium Risk
15661532,31,1,2,0,0,0,1,404,650,160566.11,27073.81,0,1,France,Diamond,3373.76506,Adult,Medium,High,Low,Medium,Medium Risk
15782360,65,2,1,1,1,1,3,399,743,131935.51,96399.67,1,0,Germany,Silver,4825.66233,Senior,Medium,Medium,Medium,Medium,Churned
15767908,38,6,2,0,0,0,1,871,567,127678.80,45422.89,0,0,France,Gold,9891.39669,Adult,Low,Medium,Low,Medium,Medium Risk
